Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,89226202,19,21,3494,4893,1298,0,183.8947368,385.9542136,1430,0,233.0,441.4379911,93.99705257,0.448298808,2287851.333,10400000.0,58600000,1,89100000,4952744.889,15100000.0,58700000,1,89200000,4459482.6,14400000.0,58600000,1,0,0,0,0,392,432,0.212941934,0.235356874,0,1430,204.5609756,407.6023214,166139.6524,0,0,0,1,0,0,0,0,1,209.675,183.8947368,233.0,392,0,0,0,0,0,0,19,3494,21,4893,8192,415,18,20,392202.5,425120.375,692808,91597,44100000.0,20400000.0,58600000,29700000,BENIGN
80,21577,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,538860.824,324.4195208,3596.166667,6619.463465,16960,48,18021,9010.5,11310.17297,17008,1013,21529,7176.333333,9603.344903,18193,573,0,0,0,0,72,92,139.0369375,185.3825833,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,6919759,6,0,36,0,6,6,6.0,0.0,0,0,0.0,0.0,5.202493324,0.867082221,1383951.8,3091835.761,6914795,3,6919759,1383951.8,3091835.761,6914795,3,0,0.0,0.0,0,0,0,0,0,0,120,0,0.867082221,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.0,6.0,0.0,120,0,0,0,0,0,0,6,36,0,0,256,-1,5,20,4964.0,0.0,4964,4964,6914795.0,0.0,6914795,6914795,DDoS
443,5255778,10,7,446,5471,211,0,44.6,82.03143029,1448,0,781.5714286,684.0667261,1125.808586,3.234535401,328486.125,1227197.698,4928351,3,5255778,583975.3333,1629982.859,4928351,3,197173,32862.16667,49739.91019,99588,48,0,0,0,0,328,232,1.902667883,1.331867518,0,1448,328.7222222,554.0792899,307003.8595,0,0,0,1,0,0,0,0,0,348.0588235,44.6,781.5714286,328,0,0,0,0,0,0,10,446,7,5471,29200,61,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,54488,3,7,26,11607,20,0,8.666666667,10.26320288,4380,0,1658.142857,1942.877285,213496.5497,183.5266481,6054.222222,14533.59572,43890,3,44464,22232.0,30841.16937,44040,424,54338,9056.333333,17731.58973,44396,3,0,0,0,0,72,152,55.05799442,128.4686536,0,4380,1057.545455,1720.253084,2959270.673,0,0,0,1,0,0,0,0,2,1163.3,8.666666667,1658.142857,72,0,0,0,0,0,0,3,26,7,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
443,118723051,18,22,2234,11236,1541,0,124.1111111,358.3950973,1430,0,510.7272727,622.2575016,113.4573268,0.336918565,3044180.795,13100000.0,58900000,2,119000000,6983708.882,19500000.0,58900000,173,119000000,5649381.571,17700000.0,59000000,2,0,0,0,0,372,452,0.151613354,0.185305211,0,1541,328.5365854,545.5570592,297632.5049,0,0,0,1,0,0,0,0,1,336.75,124.1111111,510.7272727,372,0,0,0,0,0,0,18,2234,22,11236,8192,395,17,20,492750.0,571260.2548,896692,88808,58800000.0,127412.1567,58900000,58700000,BENIGN
80,6143387,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.906639774,0.651106629,2047795.667,3546147.42,6142534,312,6143387,2047795.667,3546147.42,6142534,312,0,0.0,0.0,0,0,0,0,0,0,80,0,0.651106629,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,853.0,0.0,853,853,6142534.0,0.0,6142534,6142534,DDoS
80,95969,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,125.0403776,20.84006294,95969.0,0.0,95969,95969,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,10.42003147,10.42003147,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,63368,8190,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,108274,3,5,26,11607,20,0,8.666666667,10.26320288,7300,0,2321.4,3346.363967,107440.3827,73.88662098,15467.71429,40402.25923,107090,2,849,424.5,488.6107858,770,79,108189,27047.25,53363.30344,107090,2,0,0,0,0,72,112,27.70748287,46.17913811,0,7300,1292.555556,2662.264877,7087654.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
50104,69475,6,2,11607,26,10220,0,1934.5,4095.982312,20,6,13.0,9.899494937,167441.5257,115.1493343,9925.0,25923.40511,68713,1,69475,13895.0,30644.61463,68713,1,49,49.0,0.0,49,49,0,0,0,0,144,40,86.36200072,28.78733357,0,10220,1292.555556,3378.299021,11400000.0,0,0,0,1,0,0,0,0,0,1454.125,1934.5,13.0,144,0,0,0,0,0,0,6,11607,2,26,8192,256,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,10098768,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.970659391,0.495109899,2524692.0,5047284.667,10100000,995,10100000,2524692.0,5047284.667,10100000,995,0,0.0,0.0,0,0,0,0,0,0,100,0,0.495109899,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3149.0,0.0,3149,3149,10100000.0,0.0,10100000,10100000,DDoS
80,7499840,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.200068268,0.533344711,2499946.667,4329169.512,7498841,4,7499840,2499946.667,4329169.512,7498841,4,0,0.0,0.0,0,0,0,0,0,0,80,0,0.533344711,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,999.0,0.0,999,999,7498841.0,0.0,7498841,7498841,DDoS
63694,658240,5,2,11601,26,7215,0,2320.2,3328.814384,20,6,13.0,9.899494937,17663.77005,10.63441906,109706.6667,256038.5517,631922,3,658240,164560.0,311813.2585,631922,144,3,3.0,0.0,3,3,0,0,0,0,124,40,7.596013612,3.038405445,0,7215,1453.375,2786.259804,7763243.696,0,0,0,1,0,0,0,0,0,1661.0,2320.2,13.0,124,0,0,0,0,0,0,5,11601,2,26,8192,256,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,310104,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,37493.87302,29.02252148,38763.0,104879.6857,298155,16,11462,5731.0,7628.267955,11125,337,310030,62006.0,132101.6332,298155,16,0,0,0,0,72,132,9.674173826,19.34834765,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,2023000,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,14.8294612,2.471576866,505750.0,1010165.443,2020998,1,2023000,505750.0,1010165.443,2020998,1,0,0.0,0.0,0,0,0,0,0,0,100,0,2.471576866,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,3949945,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,6.07603397,1.012672328,1316648.333,2279640.168,3948950,1,3949945,1316648.333,2279640.168,3948950,1,0,0.0,0.0,0,0,0,0,0,0,80,0,1.012672328,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,67,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,179104.4776,29850.74627,67.0,0.0,67,67,67,67.0,0.0,67,67,0,0.0,0.0,0,0,0,0,0,0,40,0,29850.74627,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,552922,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,21028.28247,16.27716025,69115.25,188974.1757,536608,3,15857,7928.5,11208.34959,15854,3,552745,110549.0,238271.905,536608,45,0,0,0,0,72,132,5.425720083,10.85144017,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
58225,80,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,150000.0,25000.0,80.0,0.0,80,80,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,12500.0,12500.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,117,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,34342,3,6,26,11601,20,0,8.666666667,10.26320288,2920,0,1933.5,1495.722401,338565.0224,262.0697688,4292.75,7271.592747,16242,64,16991,8495.5,10652.56366,16028,963,34195,6839.0,8919.096591,16961,64,0,0,0,0,72,132,87.3565896,174.7131792,0,2920,1162.7,1494.366611,2233131.567,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,6020852,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.982683514,0.830447252,1505213.0,3009752.704,6019842,1,6020852,1505213.0,3009752.704,6019842,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.830447252,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1010.0,0.0,1010,1010,6019842.0,0.0,6019842,6019842,DDoS
80,1813136,3,5,26,11601,20,0,8.666666667,10.26320288,8760,0,2320.2,3668.897,6412.646376,4.412244862,259019.4286,675336.8889,1790430,7,22044,11022.0,15577.56239,22037,7,1812943,453235.75,891522.7296,1790430,192,0,0,0,0,72,112,1.654591823,2.757653039,0,8760,1291.888889,2866.607422,8217438.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
9569,55,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,218181.8182,36363.63636,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,18181.81818,18181.81818,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,946,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,682325,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,17040.26674,10.25904078,113720.8333,273280.6407,671497,9,10548,5274.0,6511.039241,9878,670,682316,227438.6667,384601.2844,671497,185,0,0,0,0,72,92,4.396731763,5.862309017,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,112332,1,1,55,183,55,55,55.0,0.0,183,183,183.0,0.0,2118.71951,17.80436563,112332.0,0.0,112332,112332,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,8.902182815,8.902182815,55,183,97.66666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,146.5,55.0,183.0,20,0,0,0,0,0,0,1,55,1,183,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,593252,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,19608.86773,13.48499457,84750.28571,223794.8698,592269,4,774,387.0,541.6437944,770,4,593219,148304.75,295976.3622,592269,5,0,0,0,0,72,112,5.056872965,8.428121608,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,118599340,23,19,1428,5880,444,0,62.08695652,151.2559279,979,0,309.4736842,467.3195871,61.61922992,0.354133505,2892666.829,4424060.028,10000000,31,119000000,5390879.091,4846145.923,10000000,423,113000000,6301940.5,4800608.642,10000000,2775,0,0,0,0,508,524,0.193930253,0.160203252,0,979,169.9534884,348.4880919,121443.9502,0,0,0,1,0,0,0,0,0,174.0,62.08695652,309.4736842,508,0,0,0,0,0,0,23,1428,19,5880,8192,127,19,20,332482.3636,999647.1781,3346532,30986,9979773.636,73728.40416,10000000,9758243,BENIGN
80,10059761,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.385742564,0.397623761,3353253.667,5808001.391,10100000,1,10100000,3353253.667,5808001.391,10100000,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.397623761,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,5.0,0.0,5,5,10100000.0,0.0,10100000,10100000,DDoS
80,8348157,8,6,56,11601,20,0,7.0,5.656854249,4380,0,1933.5,1757.789948,1396.356106,1.677016855,642165.9231,1780324.329,6434801,1,7726585,1103797.857,2397263.671,6434801,1,642257,128451.4,275530.328,621077,62,0,0,0,0,172,132,0.958295346,0.718721509,0,4380,777.5333333,1434.571657,2057995.838,0,0,0,0,1,0,0,0,0,833.0714286,7.0,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,1270983.0,0.0,1270983,1270983,6434801.0,0.0,6434801,6434801,DDoS
80,1353042,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,22.17226073,3.695376788,338260.5,674519.8169,1350038,1,1353042,338260.5,674519.8169,1350038,1,0,0.0,0.0,0,0,0,0,0,0,100,0,3.695376788,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,4193801,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,7.153415243,1.192235874,1048450.25,2095439.863,4191610,341,4193801,1048450.25,2095439.863,4191610,341,0,0.0,0.0,0,0,0,0,0,0,100,0,1.192235874,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
21,92,1,2,6,12,6,6,6.0,0.0,6,6,6.0,0.0,195652.1739,32608.69565,46.0,4.242640687,49,43,0,0.0,0.0,0,0,49,49.0,0.0,49,49,0,0,0,0,20,40,10869.56522,21739.13043,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,255,229,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,92239823,8,5,56,11601,20,0,7.0,5.656854249,8760,0,2320.2,3668.897,126.3770855,0.140936957,7686651.917,24400000.0,85000000,1,91100000,13000000.0,31800000.0,85000000,1,1115208,278802.0,555250.8647,1111675,50,0,0,0,0,172,112,0.086730435,0.054206522,0,8760,833.0714286,2337.724089,5464953.918,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,2002.0,0.0,2002,2002,45600000.0,55700000.0,85000000,6142713,DDoS
80,1152582,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,10092.99121,7.808555053,144072.75,407186.972,1151809,3,598,299.0,397.394011,580,18,1152535,230507.0,515023.5387,1151809,3,0,0,0,0,72,132,2.602851684,5.205703369,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
443,61782983,22,18,1608,6310,263,0,73.09090909,81.71198495,1460,0,350.5555556,489.5695855,128.1582665,0.647427464,1584179.051,9318912.232,58300000,48,61800000,2942046.81,12700000.0,58300000,52,61700000,3629938.059,14100000.0,58500000,48,0,0,0,0,452,372,0.356085105,0.291342359,0,1460,193.1219512,354.0883502,125378.5598,0,0,0,1,0,0,0,0,0,197.95,73.09090909,350.5555556,452,0,0,0,0,0,0,22,1608,18,6310,8192,1147,21,20,3377192.0,0.0,3377192,3377192,58300000.0,0.0,58300000,58300000,BENIGN
80,7930780,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.026184058,0.50436401,2643593.333,4577113.711,7928789,995,7930780,2643593.333,4577113.711,7928789,995,0,0.0,0.0,0,0,0,0,0,0,80,0,0.50436401,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1991.0,0.0,1991,1991,7928789.0,0.0,7928789,7928789,DDoS
80,1868359,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,6226.31946,4.281832346,266908.4286,705635.3892,1867139,5,904,452.0,431.3351365,757,147,1868276,467069.0,933380.0866,1867139,5,0,0,0,0,72,112,1.60568713,2.676145216,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,64180,1,1,41,69,41,41,41.0,0.0,69,69,69.0,0.0,1713.929573,31.16235587,64180.0,0.0,64180,64180,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,15.58117794,15.58117794,41,69,50.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,75.5,41.0,69.0,20,0,0,0,0,0,0,1,41,1,69,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,48512,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,239672.6583,185.5211082,6064.0,11318.20896,28959,11,29017,14508.5,20451.64943,28970,47,48501,9700.2,13578.21173,29253,50,0,0,0,0,72,132,61.84036939,123.6807388,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,128039,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,234.3036106,39.05060177,32009.75,63520.46827,127289,1,128039,32009.75,63520.46827,127289,1,0,0.0,0.0,0,0,0,0,0,0,100,0,39.05060177,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,80207700,8,6,56,11607,20,0,7.0,5.656854249,5840,0,1934.5,2538.919278,145.4099793,0.174546833,6169823.077,20700000.0,74900000,47,80200000,11500000.0,28000000.0,74900000,189,42345,8469.0,18326.70084,41248,47,0,0,0,0,172,132,0.099741047,0.074805785,0,5840,777.9333333,1804.898987,3257660.352,0,0,0,0,1,0,0,0,0,833.5,7.0,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,2728.0,0.0,2728,2728,40100000.0,49200000.0,74900000,5288856,DDoS
80,272037,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,42740.50956,29.40776438,38862.42857,99524.16394,264495,54,7042,3521.0,4539.625535,6731,311,271983,67995.75,131040.0689,264495,190,0,0,0,0,72,112,11.02791164,18.37985274,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
10314,20,3,1,43,6,31,6,14.33333333,14.43375673,6,6,6.0,0.0,2450000.0,200000.0,6.666666667,7.234178138,15,2,5,2.5,0.707106781,3,2,0,0.0,0.0,0,0,0,0,0,0,60,20,150000.0,50000.0,6,31,11.0,11.18033989,125.0,0,0,0,0,1,0,0,0,0,13.75,14.33333333,6.0,60,0,0,0,0,0,0,3,43,1,6,980,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
50802,507140,5,2,11607,26,11595,0,2321.4,5184.100867,20,6,13.0,9.899494937,22938.43909,13.80289466,84523.33333,206700.6247,506449,6,507140,126785.0,253109.4973,506449,6,48,48.0,0.0,48,48,0,0,0,0,124,40,9.859210474,3.94368419,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,0,1661.857143,2321.4,13.0,124,0,0,0,0,0,0,5,11607,2,26,8192,256,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,654484,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,17774.3077,12.22336986,93497.71429,246908.3296,653433,3,795,397.5,405.1721856,684,111,654391,163597.75,326556.9908,653433,3,0,0,0,0,72,112,4.583763698,7.639606163,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,36162,3,5,26,11607,20,0,8.666666667,10.26320288,7300,0,2321.4,3346.363967,321691.2781,221.2267021,5166.0,13296.7222,35317,3,587,293.5,379.7163415,562,25,36146,9036.5,17522.3454,35317,3,0,0,0,0,72,112,82.96001327,138.2666888,0,7300,1292.555556,2662.264877,7087654.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
62219,9288943,1,5,1375,24,1375,1375,1375.0,0.0,6,0,4.8,2.683281573,150.6091705,0.645929252,1857788.6,4139853.432,9263365,3,0,0.0,0.0,0,0,9286754,2321688.5,4627795.855,9263365,3,1,0,0,0,20,112,0.107654875,0.538274376,0,1375,396.2857143,668.5927296,447016.2381,0,1,0,0,1,1,0,0,5,462.3333333,1375.0,4.8,20,0,0,0,0,0,0,1,1375,5,24,229,0,0,20,25578.0,0.0,25578,25578,9263365.0,0.0,9263365,9263365,BENIGN
80,1275004,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,18.82347036,3.13724506,425001.3333,736120.4385,1275000,1,1275004,425001.3333,736120.4385,1275000,1,0,0.0,0.0,0,0,0,0,0,0,80,0,3.13724506,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,6994789,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.288907071,0.714817845,1748697.25,3496083.197,6992822,4,6994789,1748697.25,3496083.197,6992822,4,0,0.0,0.0,0,0,0,0,0,0,100,0,0.714817845,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1967.0,0.0,1967,1967,6992822.0,0.0,6992822,6992822,DDoS
80,56440,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,206006.3785,141.7434444,8062.857143,16114.37356,43203,73,12625,6312.5,8327.596562,12201,424,56332,14083.0,20263.70313,43203,160,0,0,0,0,72,112,53.15379164,88.58965273,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,84879145,8,6,56,11601,20,0,7.0,5.656854249,4380,0,1933.5,1998.0254,137.3364447,0.164940398,6529165.0,22300000.0,80800000,3,84900000,12100000.0,30300000.0,80800000,3,46482,9296.4,19594.44653,44339,92,0,0,0,0,172,132,0.094251656,0.070688742,0,4380,777.5333333,1542.802222,2380238.695,0,0,0,0,1,0,0,0,0,833.0714286,7.0,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,4039189.0,0.0,4039189,4039189,80800000.0,0.0,80800000,80800000,DDoS
49200,1715787,7,2,11607,26,5840,0,1658.142857,2430.302891,20,6,13.0,9.899494937,6779.9791,5.245406335,214473.375,606317.6797,1715033,3,1715787,285964.5,700097.7691,1715033,3,3,3.0,0.0,3,3,0,0,0,0,164,40,4.079760483,1.165645852,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,0,1292.555556,1658.142857,13.0,164,0,0,0,0,0,0,7,11607,2,26,8192,256,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,192,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,62500.0,10416.66667,192.0,0.0,192,192,192,192.0,0.0,192,192,0,0.0,0.0,0,0,0,0,0,0,40,0,10416.66667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,64209,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
